,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
2260,603077,和邦生物,化工原料,四川,38.68,88.31,88.31,1307259.13,366873.06,489165.19,21290.15,0.02,0.039,1.22,1.65,20120731,154866.81,0.18,39.56,85.64,23.75,10.41,141146.0
2264,600737,中粮糖业,食品,新疆,24.58,20.52,20.52,1914967.75,1261385.13,435649.16,414444.03,2.02,0.246,3.37,2.39,19960731,40347.9,0.2,66.05,51.86,15.65,3.53,168718.0
2313,601919,中远海控,水运,天津,18.62,76.36,102.16,13244256.0,4572841.5,4686723.5,2773618.0,2.71,0.268,2.06,3.22,20070626,-1649264.63,-1.61,34.84,129.81,8.62,4.05,324924.0
2371,600516,方大炭素,矿物制品,甘肃,15.95,17.19,17.89,1156291.75,842714.81,144872.88,202290.84,1.13,1.16,4.61,5.2,20020830,415598.28,2.32,206.04,2463.89,74.66,38.61,206494.0
2378,600657,信达地产,全国地产,北京,20.55,15.24,15.24,6754441.5,5861861.5,28533.98,153906.94,1.01,0.2,6.0,0.91,19930524,607633.69,3.99,113.84,77.0,22.74,3.22,54331.0
2388,600487,亨通光电,通信设备,江苏,24.05,12.41,13.6,2700911.25,1937311.0,342140.59,349242.75,2.57,1.32,7.47,5.28,20030822,496506.56,3.65,41.4,59.48,21.16,8.78,83208.0
2399,600500,中化国际,商贸代理,上海,35.17,20.83,20.83,4997426.5,2297894.75,1121229.63,447979.94,2.15,0.185,5.51,1.57,20000301,458295.59,2.2,21.09,105.12,12.81,1.1,72254.0
2443,600393,粤泰股份,全国地产,广东,10.45,9.88,25.36,1758450.63,1612380.88,19869.07,207168.55,0.82,0.47,2.33,2.81,20010319,121130.9,0.48,777.46,1428.85,46.59,23.68,28860.0
2450,600531,豫光金铅,铅锌,河南,34.94,8.86,10.9,1033090.13,767481.31,207894.94,145388.75,1.33,0.144,2.87,2.34,20020730,44007.76,0.4,29.92,159.4,4.78,1.29,97048.0
2458,601016,节能风电,新型电力,北京,38.3,41.56,41.56,2002778.75,334222.38,1207042.38,117248.17,0.28,0.068,1.58,2.2,20140929,112288.4,0.27,27.18,112.09,50.14,21.32,112576.0
2505,600090,同济堂,医药商业,新疆,22.45,7.03,14.4,715733.38,488445.0,103391.68,258966.13,1.8,0.279,3.97,2.11,19970616,236318.55,1.64,23.1,62.39,15.02,5.79,44684.0
2506,600585,海螺水泥,水泥,安徽,11.94,40.0,52.99,11652647.0,4026500.75,6060501.5,1057638.25,2.0,1.851,15.74,1.87,20020207,6454382.5,12.18,31.86,64.34,32.44,19.6,67490.0
2532,600592,龙溪股份,机械基件,福建,48.27,4.0,4.0,279564.47,142516.27,57794.25,69608.56,1.74,0.145,4.84,1.93,20020805,44726.42,1.12,55.03,1437.96,26.6,8.55,31825.0
2555,601699,潞安环能,煤炭开采,山西,12.03,29.91,29.91,6240763.5,2747333.5,1831178.0,143935.84,0.48,0.636,6.88,1.48,20060922,1087720.5,3.64,112.08,2005.89,35.44,11.21,93087.0
2561,600862,中航高科,航空,江苏,41.25,7.9,13.93,792010.38,556001.5,112661.05,144312.66,1.04,0.19,2.62,3.99,19940520,52323.3,0.38,35.62,244.24,24.75,11.42,64748.0
2575,601588,北辰实业,区域地产,北京,16.81,26.6,33.67,7686209.5,6732945.0,237486.47,364889.72,1.08,0.248,3.65,1.52,20061016,447126.81,1.33,39.12,96.83,32.14,8.27,165282.0
2590,601898,中煤能源,煤炭开采,北京,23.92,91.52,132.59,24788530.0,5038097.5,8792802.0,3810614.5,2.87,0.183,6.69,0.87,20080201,3101914.0,2.34,44.12,172.18,34.33,4.07,181432.0
2629,601857,中国石油,石油开采,北京,63.72,1619.22,1830.21,244611104.0,48040900.0,66939000.0,12879500.0,0.7,0.095,6.52,1.24,20071105,70393400.0,3.85,26.71,907.08,20.86,1.19,541318.0
2637,600738,兰州民百,百货,甘肃,45.52,3.68,7.83,481122.59,186285.8,32255.8,38846.9,0.5,0.14,2.3,3.7,19960802,55773.38,0.71,33.92,100.75,33.64,10.68,22153.0
2646,600070,浙江富润,纺织,浙江,27.92,3.57,5.22,360995.47,154328.59,38052.37,109557.52,2.1,0.25,4.36,2.14,19970604,21768.25,0.42,122.77,2131.84,20.28,9.63,22709.0
2648,600545,卓郎智能,纺织机械,新疆,29.21,6.76,18.95,1496278.13,1182525.63,84462.0,0.0,0.0,0.35,1.44,6.48,20031203,91350.1,0.48,41.34,71.86,27.7,7.47,103903.0
2688,603986,兆易创新,半导体,北京,73.05,1.47,2.03,213397.97,169092.52,9192.86,70451.22,3.48,1.7,7.91,20.62,20160818,73909.36,3.65,44.69,134.74,38.57,22.38,16098.0
2697,603429,集友股份,广告包装,安徽,60.41,0.34,1.36,70499.32,46617.48,13699.05,20350.46,1.5,0.53,3.7,11.31,20170124,15681.4,1.15,27.11,112.13,54.35,43.88,4261.0
2710,601600,中国铝业,铝,北京,66.71,109.6,149.04,19003312.0,6279241.0,7934880.0,1763243.0,1.18,0.091,2.4,3.37,20070430,-319179.09,-0.21,52.46,990.86,7.73,0.97,485175.0
2715,601006,大秦铁路,铁路,山西,8.9,148.67,148.67,12906953.0,2773182.25,6869881.5,2473709.25,1.66,0.756,6.55,1.37,20060801,4758561.0,3.2,32.13,118.37,31.59,26.92,151119.0
2717,601003,柳钢股份,普钢,广西,12.22,25.63,25.63,2337349.5,1341343.63,947053.81,20843.6,0.08,0.49,2.27,3.52,20070227,206345.8,0.81,60.64,915.49,6.31,4.2,76045.0
2718,601002,晋亿实业,机械基件,浙江,44.27,7.93,7.93,437913.41,287774.16,115191.36,110231.45,1.39,0.17,3.1,3.23,20070126,39668.57,0.5,29.41,203.95,24.04,6.37,87296.0
2760,600328,兰太实业,化工原料,内蒙,21.63,4.38,4.38,690826.63,172616.05,381357.47,101859.02,2.33,0.436,4.99,2.53,20001222,61314.03,1.4,38.2,216.93,39.35,7.79,38715.0
2762,600309,万华化学,化工原料,山东,9.96,25.95,27.34,6275300.0,2369630.25,2687574.5,239298.34,0.88,2.87,8.76,4.33,20010105,1724007.75,6.31,86.14,212.41,39.01,20.05,103648.0
2769,600242,中昌数据,软件服务,广东,66.05,2.85,4.57,283821.84,108203.11,82.33,209817.09,4.59,0.21,4.27,4.04,20001207,-63491.68,-1.39,104.35,1513.44,13.13,6.19,27575.0
2771,600230,沧州大化,农药化肥,河北,10.91,2.94,2.94,443183.44,182274.09,214020.91,64217.56,2.18,3.28,8.3,5.74,20000406,129972.82,4.42,70.64,1066.43,54.82,30.84,43132.0
2784,600110,诺德股份,电气设备,吉林,56.07,11.5,11.5,611417.63,290704.16,190480.11,67884.28,0.59,0.142,1.77,6.02,19971007,13408.92,0.12,71.93,501.32,23.35,6.86,94926.0
3001,600480,凌云股份,汽车配件,河北,19.02,3.62,4.55,1210063.63,757838.88,223227.34,177875.5,3.91,0.638,8.28,1.95,20030815,142506.86,3.13,35.86,54.86,19.79,3.4,60180.0
3002,603399,新华龙,小金属,辽宁,69.29,4.99,5.43,359246.19,200052.23,38596.69,168338.56,3.1,0.18,3.59,4.42,20120824,9684.51,0.18,54.88,255.61,8.46,6.15,20139.0
3048,600325,华发股份,区域地产,广东,13.28,19.14,21.18,13346109.0,12576668.0,83527.81,428180.44,2.02,0.409,5.83,1.24,20040225,541314.63,2.56,65.3,128.03,24.07,6.8,58867.0
3099,600190,锦州港,港口,辽宁,72.05,17.79,20.02,1589854.38,364327.44,861372.69,266351.25,1.33,0.043,2.98,1.37,19990609,91928.96,0.46,46.64,113.62,12.74,2.72,111805.0
3157,600801,华新水泥,水泥,湖北,16.82,9.73,14.98,2935200.5,789854.69,1591451.38,251120.3,1.68,0.701,7.26,2.16,19940103,629597.56,4.2,56.6,552.79,26.35,7.32,65841.0
3215,603299,井神股份,化工原料,江苏,38.8,2.79,5.59,434796.0,135192.73,235711.77,88246.36,1.58,0.21,3.7,2.93,20151231,56145.98,1.0,31.63,2259.04,29.96,6.13,55515.0
3249,601088,中国神华,煤炭开采,北京,9.15,164.91,198.9,56003400.0,12097900.0,30580700.0,7472900.0,3.76,1.792,14.69,1.49,20071009,17336300.0,8.72,46.26,105.98,41.69,19.53,204189.0
3265,600658,电子城,园区开发,北京,33.35,7.99,7.99,951444.31,851187.0,12444.67,281088.78,3.52,0.25,7.57,1.47,19930524,222061.84,2.78,29.25,53.19,55.65,27.43,14833.0
3273,603165,荣晟环保,造纸,浙江,21.87,0.32,1.27,120759.75,69303.45,40023.37,27343.85,2.16,2.24,7.48,8.5,20170117,50045.8,3.95,132.31,284.12,24.2,18.54,11910.0
3375,603638,艾迪精密,专用机械,山东,42.41,0.44,1.76,92526.3,37850.76,32306.44,35418.55,2.01,0.6,4.57,7.21,20170120,24229.65,1.38,60.55,78.49,43.05,21.79,11753.0
3378,601015,陕西黑猫,焦炭加工,陕西,53.76,4.44,12.54,1092577.88,483075.16,353750.81,64488.21,0.51,0.18,3.12,3.08,20141105,120160.97,0.96,114.05,137.46,9.56,2.18,49355.0
3387,600699,均胜电子,汽车配件,浙江,28.05,6.89,9.49,3340320.5,1396202.38,601910.06,1011184.38,10.65,0.934,14.09,2.48,19931206,239769.02,2.53,65.46,119.78,17.15,4.57,46530.0
3392,600466,蓝光发展,区域地产,四川,25.57,8.83,21.34,9323756.0,8361430.5,107743.82,138724.16,0.65,0.22,4.32,2.02,20010212,499685.31,2.34,28.28,161.81,25.15,5.03,65870.0
3425,601100,恒立液压,工程机械,江苏,44.98,6.3,6.3,593360.38,328732.97,186764.22,208606.77,3.31,0.439,5.94,4.43,20111028,89161.25,1.42,109.51,572.79,31.38,13.63,9552.0
3434,600031,三一重工,工程机械,湖南,27.48,75.94,76.54,5925591.5,3707612.5,1293353.13,84894.2,0.11,0.24,3.26,2.65,20030703,1518948.75,1.98,70.77,932.56,30.13,6.4,423546.0
